,Unnamed: 0,nama,tahun,status
1083,1083.0,Najib Widiastuti,2019.0,Kuliah
1084,1084.0,"Karen Usada, S.Sos",2019.0,Kuliah
1085,1085.0,"R. Puspa Prasetya, S.Sos",2021.0,Menganggur
1086,1086.0,"R. Julia Siregar, M.M.",2021.0,Kuliah
1087,1087.0,Dr. Puji Rahmawati,2020.0,Bekerja
1088,1088.0,"Edward Purnawati, S.Kom",2021.0,Kuliah
1089,1089.0,"Hardana Purnawati, S.E.",2020.0,Bekerja
1090,1090.0,H. Kanda Widodo,2020.0,Bekerja
1091,1091.0,Digdaya Nainggolan,2020.0,Kuliah
1092,1092.0,Darmanto Uyainah,2021.0,Menganggur
1093,1093.0,"Uli Sihombing, S.Psi",2020.0,Bekerja
1094,1094.0,Diana Winarsih,2019.0,Bekerja
1095,1095.0,Ir. Pangeran Dabukke,2019.0,Menganggur
1096,1096.0,Yunita Nurdiyanti,2021.0,Kuliah
1097,1097.0,R.A. Yance Suryono,2020.0,Bekerja
1098,1098.0,Aurora Hidayat,2020.0,Bekerja
1099,1099.0,"KH. Harto Manullang, S.T.",2020.0,Kuliah
1100,1100.0,Wadi Rahayu,2019.0,Menganggur
1101,1101.0,Najam Budiman,2020.0,Bekerja
1102,1102.0,Ika Utami,2020.0,Kuliah
1103,1103.0,Jais Lazuardi,2021.0,Menganggur
1104,1104.0,Wisnu Sudiati,2021.0,Bekerja
1105,1105.0,Alika Suwarno,2020.0,Menganggur
1106,1106.0,Lurhur Pradipta,2019.0,Menganggur
1107,1107.0,Maryadi Haryanti,2021.0,Menganggur
1108,1108.0,Tari Rajasa,2021.0,Menganggur
1109,1109.0,"Ani Mandala, S.Ked",2019.0,Menganggur
1110,1110.0,"drg. Tasdik Prabowo, S.Farm",2019.0,Bekerja
1111,1111.0,Iriana Palastri,2019.0,Menganggur
1112,1112.0,Prabu Ramadan,2020.0,Bekerja
1113,1113.0,Mahfud Pratama,2019.0,Kuliah
1114,1114.0,"Ana Irawan, M.Farm",2020.0,Bekerja
1115,1115.0,Teddy Saputra,2020.0,Bekerja
1116,1116.0,"Dt. Jumadi Maheswara, S.Ked",2019.0,Menganggur
1117,1117.0,"Ir. Jumari Habibi, S.Ked",2019.0,Kuliah
1118,1118.0,Drs. Maria Tamba,2021.0,Kuliah
1119,1119.0,Warsa Simanjuntak,2020.0,Bekerja
1120,1120.0,Sabri Maryati,2021.0,Bekerja
1121,1121.0,Jais Hidayat,2021.0,Kuliah
1122,1122.0,Jamal Wijayanti,2020.0,Kuliah
1123,1123.0,"Sari Utami, S.Gz",2021.0,Menganggur
1124,1124.0,"Dr. Zalindra Wulandari, S.IP",2019.0,Kuliah
1125,1125.0,Puti Safina Simbolon,2019.0,Kuliah
1126,1126.0,"Cecep Rahayu, S.Pd",2021.0,Menganggur
1127,1127.0,"Tania Ramadan, M.M.",2021.0,Kuliah
1128,1128.0,"Karsa Santoso, S.H.",2020.0,Menganggur
1129,1129.0,Banara Hutasoit,2019.0,Menganggur
1130,1130.0,"Rina Maulana, S.H.",2020.0,Menganggur
1131,1131.0,Puti Uyainah,2020.0,Menganggur
1132,1132.0,Hilda Pradana,2019.0,Menganggur
1133,1133.0,"Galiono Saptono, S.E.",2019.0,Menganggur
1134,1134.0,Tgk. Jais Prastuti,2019.0,Menganggur
1135,1135.0,Gantar Melani,2020.0,Kuliah
1136,1136.0,R.M. Sakti Saptono,2019.0,Kuliah
1137,1137.0,"Sutan Ivan Yulianti, S.Farm",2021.0,Kuliah
1138,1138.0,Iriana Haryanto,2021.0,Menganggur
1139,1139.0,Hj. Ana Mansur,2021.0,Bekerja
1140,1140.0,Wardaya Yuniar,2021.0,Menganggur
1141,1141.0,Eli Prasasta,2020.0,Bekerja
1142,1142.0,Raharja Marpaung,2019.0,Menganggur
1143,1143.0,Zahra Wulandari,2019.0,Bekerja
1144,1144.0,Drs. Queen Prasetyo,2020.0,Menganggur
1145,1145.0,Ani Najmudin,2019.0,Kuliah
1146,1146.0,"Adika Halimah, S.Farm",2019.0,Kuliah
1147,1147.0,"Sabrina Kurniawan, M.Ak",2021.0,Kuliah
1148,1148.0,"Adika Novitasari, S.Psi",2021.0,Kuliah
1149,1149.0,Jinawi Mangunsong,2021.0,Menganggur
1150,1150.0,"Ir. Cahyono Pangestu, S.I.Kom",2020.0,Kuliah
1151,1151.0,Tgk. Ilsa Kurniawan,2020.0,Bekerja
1152,1152.0,R. Asirwanda Prakasa,2021.0,Menganggur
1153,1153.0,Galiono Habibi,2021.0,Kuliah
1154,1154.0,Cengkal Saefullah,2021.0,Menganggur
1155,1155.0,"Sutan Langgeng Usamah, S.Sos",2021.0,Bekerja
1156,1156.0,Pangestu Waskita,2019.0,Kuliah
1157,1157.0,"Kalim Hartati, M.TI.",2021.0,Kuliah
1158,1158.0,Gamanto Astuti,2020.0,Kuliah
1159,1159.0,Anita Suryono,2019.0,Kuliah
1160,1160.0,R.A. Olivia Haryanti,2019.0,Kuliah
1161,1161.0,Langgeng Mahendra,2021.0,Kuliah
1162,1162.0,Wulan Maryadi,2020.0,Menganggur
1163,1163.0,"KH. Hasim Maulana, S.Ked",2019.0,Menganggur
1164,1164.0,Juli Prastuti,2021.0,Kuliah
1165,1165.0,Putri Nugroho,2021.0,Kuliah
1166,1166.0,dr. Zamira Hastuti,2021.0,Kuliah
1167,1167.0,Melinda Mustofa,2019.0,Bekerja
1168,1168.0,Belinda Mahendra,2019.0,Menganggur
1169,1169.0,Silvia Saragih,2020.0,Bekerja
1170,1170.0,"Puti Lintang Maryadi, S.E.I",2020.0,Kuliah
1171,1171.0,Tina Kuswoyo,2019.0,Kuliah
1172,1172.0,Ajeng Santoso,2021.0,Kuliah
1173,1173.0,Mumpuni Tarihoran,2019.0,Kuliah
1174,1174.0,Elma Habibi,2020.0,Bekerja
1175,1175.0,Rosman Prasasta,2020.0,Kuliah
1176,1176.0,Naradi Zulkarnain,2021.0,Menganggur
1177,1177.0,"Tari Simanjuntak, M.Farm",2019.0,Bekerja
1178,1178.0,Dacin Mansur,2021.0,Kuliah
1179,1179.0,Faizah Firmansyah,2019.0,Menganggur
1180,1180.0,Yulia Hassanah,2019.0,Kuliah
1181,1181.0,Paiman Permadi,2020.0,Kuliah
1182,1182.0,Ira Prasetya,2019.0,Kuliah
1183,1183.0,Bakiono Suwarno,2020.0,Kuliah
1184,1184.0,Dr. Fitria Puspita,2021.0,Menganggur
1185,1185.0,Tina Sitorus,2020.0,Bekerja
1186,1186.0,Perkasa Yuliarti,2019.0,Menganggur
1187,1187.0,"Mulyanto Saefullah, S.Psi",2021.0,Menganggur
1188,1188.0,Oni Mandala,2019.0,Bekerja
1189,1189.0,drg. Cinta Hutagalung,2020.0,Menganggur
1190,1190.0,Zelda Suartini,2019.0,Menganggur
1191,1191.0,Ciaobella Riyanti,2021.0,Bekerja
1192,1192.0,T. Hartaka Wibowo,2020.0,Bekerja
1193,1193.0,"Dr. Rusman Saragih, S.Kom",2020.0,Menganggur
1194,1194.0,Atma Pranowo,2019.0,Bekerja
1195,1195.0,"Gamblang Suryono, M.Kom.",2021.0,Kuliah
1196,1196.0,"R.A. Eli Yuliarti, S.H.",2020.0,Bekerja
1197,1197.0,drg. Dinda Handayani,2021.0,Bekerja
1198,1198.0,Elvina Prastuti,2020.0,Bekerja
1199,1199.0,R.A. Zelaya Mansur,2020.0,Kuliah
1200,1200.0,"Dr. Galuh Riyanti, M.Pd",2019.0,Kuliah
1201,1201.0,Tgk. Diana Damanik,2021.0,Menganggur
1202,1202.0,"Bakti Wahyudin, S.Ked",2020.0,Menganggur
1203,1203.0,Atmaja Gunarto,2019.0,Bekerja
1204,1204.0,Lanjar Nashiruddin,2019.0,Bekerja
1205,1205.0,"Mulyanto Setiawan, S.H.",2019.0,Menganggur
1206,1206.0,Gasti Halim,2021.0,Kuliah
1207,1207.0,Nova Yuniar,2021.0,Kuliah
1208,1208.0,Intan Marpaung,2021.0,Bekerja
1209,1209.0,Mila Palastri,2020.0,Kuliah
1210,1210.0,"Dr. Novi Wahyudin, S.IP",2019.0,Bekerja
1211,1211.0,Cemani Jailani,2019.0,Bekerja
1212,1212.0,Lulut Mandala,2020.0,Kuliah
1213,1213.0,"Tgk. Endra Tarihoran, M.M.",2020.0,Kuliah
1214,1214.0,"Cut Qori Hutasoit, S.Kom",2021.0,Bekerja
1215,1215.0,Agnes Prayoga,2019.0,Bekerja
1216,1216.0,"Dr. Elon Megantara, S.T.",2020.0,Menganggur
1217,1217.0,"drg. Usyi Mangunsong, S.Farm",2021.0,Menganggur
1218,1218.0,"Ir. Syahrini Aryani, S.Sos",2021.0,Bekerja
1219,1219.0,Mahdi Hutasoit,2021.0,Menganggur
1220,1220.0,Dr. Uchita Saragih,2020.0,Bekerja
1221,1221.0,Ani Hidayat,2020.0,Menganggur
1222,1222.0,"Cut Ade Uyainah, S.Farm",2019.0,Kuliah
1223,1223.0,"Tgk. Baktianto Prabowo, S.E.I",2019.0,Kuliah
1224,1224.0,Kani Riyanti,2019.0,Menganggur
1225,1225.0,"Narji Suryatmi, S.Pt",2020.0,Kuliah
1226,1226.0,Kusuma Gunawan,2019.0,Menganggur
1227,1227.0,Mustofa Kusumo,2021.0,Kuliah
1228,1228.0,Cayadi Melani,2020.0,Menganggur
1229,1229.0,"R.A. Zelda Wibowo, S.Farm",2020.0,Kuliah
1230,1230.0,"Hj. Laila Safitri, S.IP",2021.0,Kuliah
1231,1231.0,Ir. Abyasa Nasyiah,2020.0,Bekerja
1232,1232.0,"Ir. Wirda Wijaya, M.Farm",2021.0,Kuliah
1233,1233.0,"Kartika Usada, S.H.",2021.0,Kuliah
1234,1234.0,Drs. Perkasa Riyanti,2020.0,Kuliah
1235,1235.0,Intan Rajata,2019.0,Kuliah
1236,1236.0,Tasdik Oktaviani,2019.0,Bekerja
1237,1237.0,Syahrini Kuswoyo,2019.0,Kuliah
1238,1238.0,"dr. Kemba Mustofa, S.T.",2020.0,Menganggur
1239,1239.0,Tgk. Julia Narpati,2021.0,Kuliah
1240,1240.0,Raisa Ramadan,2019.0,Menganggur
1241,1241.0,Ibrahim Wibowo,2019.0,Kuliah
1242,1242.0,Halima Kuswandari,2019.0,Kuliah
1243,1243.0,Tgk. Silvia Rahayu,2021.0,Kuliah
1244,1244.0,Hani Melani,2020.0,Menganggur
1245,1245.0,Ade Rahayu,2021.0,Bekerja
1246,1246.0,Ikhsan Wacana,2019.0,Bekerja
1247,1247.0,Siti Marbun,2020.0,Menganggur
1248,1248.0,Anggabaya Situmorang,2020.0,Menganggur
1249,1249.0,"Opung Kuswoyo, M.Farm",2019.0,Menganggur
1250,1250.0,H. Gaman Prayoga,2020.0,Bekerja
1251,1251.0,Marsito Gunarto,2021.0,Kuliah
1252,1252.0,"R.M. Perkasa Situmorang, M.M.",2021.0,Bekerja
1253,1253.0,"Kamidin Wibisono, M.TI.",2021.0,Bekerja
1254,1254.0,Iriana Hastuti,2020.0,Menganggur
1255,1255.0,Ika Mandasari,2020.0,Kuliah
1256,1256.0,Eko Prasetya,2019.0,Bekerja
1257,1257.0,Keisha Marpaung,2020.0,Kuliah
1258,1258.0,"Ika Adriansyah, S.T.",2019.0,Kuliah
1259,1259.0,Tgk. Hartaka Saputra,2021.0,Menganggur
1260,1260.0,"Mustofa Napitupulu, M.Kom.",2019.0,Bekerja
1261,1261.0,Ulya Sihombing,2020.0,Menganggur
1262,1262.0,Hasta Januar,2021.0,Kuliah
1263,1263.0,Viktor Fujiati,2019.0,Menganggur
1264,1264.0,"R.M. Cahya Prastuti, M.Kom.",2019.0,Kuliah
1265,1265.0,Omar Susanti,2020.0,Bekerja
1266,1266.0,Sari Saragih,2021.0,Menganggur
1267,1267.0,"Tgk. Aurora Firmansyah, S.Pt",2020.0,Bekerja
1268,1268.0,Elisa Lailasari,2019.0,Kuliah
1269,1269.0,Candrakanta Palastri,2019.0,Bekerja
1270,1270.0,Vicky Waskita,2021.0,Kuliah
1271,1271.0,"Maya Maulana, S.Sos",2020.0,Menganggur
1272,1272.0,Dian Saragih,2020.0,Menganggur
1273,1273.0,Zahra Kusmawati,2019.0,Menganggur
1274,1274.0,"dr. Gilda Kurniawan, M.Ak",2019.0,Bekerja
1275,1275.0,"Dr. Puput Yulianti, S.Kom",2020.0,Kuliah
1276,1276.0,"Syahrini Sirait, S.Pd",2019.0,Bekerja
1277,1277.0,"dr. Eva Winarsih, S.Pt",2021.0,Bekerja
1278,1278.0,"Cecep Widodo, S.Farm",2021.0,Bekerja
1279,1279.0,Zizi Lestari,2020.0,Bekerja
1280,1280.0,"Tomi Lazuardi, S.Ked",2021.0,Kuliah
1281,1281.0,"Endah Zulkarnain, S.E.",2019.0,Kuliah
1282,1282.0,"Hj. Cornelia Uwais, S.IP",2020.0,Bekerja
1283,1283.0,Citra Gunarto,2020.0,Menganggur
1284,1284.0,"H. Bala Suryono, S.Pt",2020.0,Bekerja
1285,1285.0,"drg. Tomi Permata, M.TI.",2019.0,Bekerja
1286,1286.0,Hendri Laksita,2019.0,Bekerja
1287,1287.0,Talia Permadi,2020.0,Bekerja
1288,1288.0,"R.M. Bakda Rajata, S.Kom",2019.0,Kuliah
1289,1289.0,"Kamila Sudiati, S.Kom",2020.0,Bekerja
1290,1290.0,Teddy Palastri,2021.0,Menganggur
1291,1291.0,"Drs. Cager Kusmawati, S.T.",2020.0,Kuliah
1292,1292.0,Simon Hutasoit,2021.0,Kuliah
1293,1293.0,"Ilyas Gunawan, S.Pt",2019.0,Kuliah
1294,1294.0,Gabriella Zulaika,2021.0,Kuliah
1295,1295.0,"Rina Prasasta, M.M.",2020.0,Kuliah
1296,1296.0,"H. Cawisadi Saragih, M.Kom.",2021.0,Kuliah
1297,1297.0,Unggul Damanik,2019.0,Menganggur
1298,1298.0,Uli Haryanto,2021.0,Bekerja
1299,1299.0,"Farah Halim, S.I.Kom",2021.0,Bekerja
1300,1300.0,"Tgk. Faizah Agustina, M.Ak",2021.0,Menganggur
1301,1301.0,"Jamal Sudiati, M.TI.",2020.0,Kuliah
1302,1302.0,Yance Lailasari,2021.0,Kuliah
1303,1303.0,Fitria Hakim,2019.0,Bekerja
1304,1304.0,"Lurhur Maulana, M.Pd",2019.0,Kuliah
1305,1305.0,H. Yahya Nababan,2019.0,Bekerja
1306,1306.0,"Bambang Hartati, S.E.I",2019.0,Kuliah
1307,1307.0,Jagaraga Suryatmi,2020.0,Bekerja
1308,1308.0,Marsito Kusumo,2021.0,Kuliah
1309,1309.0,Rina Nasyiah,2021.0,Bekerja
1310,1310.0,Najam Lailasari,2019.0,Bekerja
1311,1311.0,Prabowo Winarno,2020.0,Bekerja
1312,1312.0,Dr. Julia Farida,2019.0,Kuliah
1313,1313.0,Uchita Salahudin,2021.0,Kuliah
1314,1314.0,"R.A. Sari Lazuardi, M.Pd",2020.0,Bekerja
1315,1315.0,"Daruna Astuti, M.Farm",2020.0,Kuliah
1316,1316.0,"Lintang Sitorus, M.Pd",2019.0,Kuliah
1317,1317.0,Among Mandala,2020.0,Menganggur
1318,1318.0,Ismail Pradipta,2019.0,Bekerja
1319,1319.0,Wardaya Simbolon,2019.0,Bekerja
1320,1320.0,Dwi Habibi,2019.0,Kuliah
1321,1321.0,"Ami Zulaika, S.Pd",2020.0,Bekerja
1322,1322.0,Olivia Nugroho,2020.0,Bekerja
1323,1323.0,"Daliman Suryono, S.IP",2020.0,Kuliah
1324,1324.0,Lantar Samosir,2020.0,Menganggur
1325,1325.0,Jamalia Adriansyah,2020.0,Bekerja
1326,1326.0,Carla Megantara,2019.0,Bekerja
1327,1327.0,Tania Jailani,2019.0,Menganggur
1328,1328.0,"R.M. Margana Rajasa, M.TI.",2019.0,Bekerja
1329,1329.0,Irma Santoso,2020.0,Kuliah
1330,1330.0,Yance Laksmiwati,2019.0,Menganggur
1331,1331.0,"Novi Sirait, M.Farm",2019.0,Bekerja
1332,1332.0,"Hj. Laras Budiman, S.I.Kom",2020.0,Menganggur
1333,1333.0,Cecep Sihotang,2021.0,Menganggur
1334,1334.0,dr. Anita Marpaung,2021.0,Menganggur
1335,1335.0,Tomi Suwarno,2020.0,Kuliah
1336,1336.0,Dartono Samosir,2019.0,Menganggur
1337,1337.0,Yoga Nasyiah,2019.0,Bekerja
1338,1338.0,Mustofa Saragih,2021.0,Kuliah
1339,1339.0,Budi Laksita,2021.0,Bekerja
1340,1340.0,Luwes Anggraini,2021.0,Kuliah
1341,1341.0,Latif Hartati,2021.0,Bekerja
1342,1342.0,drg. Wisnu Prakasa,2020.0,Menganggur
1343,1343.0,"Puti Salsabila Aryani, M.Ak",2020.0,Kuliah
1344,1344.0,Mulyanto Kurniawan,2020.0,Kuliah
1345,1345.0,R. Bajragin Gunarto,2020.0,Bekerja
1346,1346.0,Damu Prabowo,2020.0,Bekerja
1347,1347.0,Eman Usada,2020.0,Menganggur
1348,1348.0,Ina Hakim,2020.0,Menganggur
1349,1349.0,R. Catur Pratama,2020.0,Bekerja
1350,1350.0,Asirwanda Hidayat,2021.0,Menganggur
1351,1351.0,Argono Winarno,2019.0,Kuliah
1352,1352.0,"dr. Darimin Jailani, S.Ked",2019.0,Menganggur
1353,1353.0,"Surya Susanti, S.Kom",2020.0,Menganggur
1354,1354.0,"Tgk. Oliva Budiyanto, S.Kom",2021.0,Bekerja
1355,1355.0,H. Galar Lestari,2021.0,Menganggur
1356,1356.0,Limar Hidayanto,2021.0,Bekerja
1357,1357.0,"H. Raden Anggriawan, S.IP",2019.0,Bekerja
1358,1358.0,"Cici Fujiati, S.Psi",2021.0,Bekerja
1359,1359.0,"Drs. Upik Habibi, S.IP",2020.0,Kuliah
1360,1360.0,Aslijan Fujiati,2020.0,Bekerja
1361,1361.0,Kezia Maryadi,2021.0,Kuliah
1362,1362.0,Puji Santoso,2019.0,Bekerja
1363,1363.0,Dt. Yahya Hariyah,2020.0,Kuliah
1364,1364.0,Rika Nasyiah,2020.0,Bekerja
1365,1365.0,Bakidin Novitasari,2021.0,Kuliah
1366,1366.0,Yani Iswahyudi,2020.0,Menganggur
1367,1367.0,Lulut Waluyo,2020.0,Menganggur
1368,1368.0,Gandi Winarno,2021.0,Kuliah
1369,1369.0,"dr. Jasmin Kuswandari, S.Farm",2020.0,Kuliah
1370,1370.0,Ivan Prakasa,2019.0,Bekerja
1371,1371.0,Kuncara Samosir,2019.0,Menganggur
1372,1372.0,"Hj. Lintang Mangunsong, S.E.I",2020.0,Bekerja
1373,1373.0,drg. Gandi Puspasari,2019.0,Kuliah
1374,1374.0,Salimah Prasetya,2020.0,Kuliah
1375,1375.0,"R. Raharja Nuraini, S.Ked",2020.0,Bekerja
1376,1376.0,"Dagel Prasetya, M.Pd",2021.0,Bekerja
1377,1377.0,Tugiman Yulianti,2019.0,Bekerja
1378,1378.0,"Jais Wulandari, M.TI.",2019.0,Bekerja
1379,1379.0,Yuni Suryatmi,2020.0,Menganggur
1380,1380.0,Elma Usamah,2021.0,Kuliah
1381,1381.0,Jail Januar,2021.0,Menganggur
1382,1382.0,Hamima Usada,2020.0,Kuliah
1383,1383.0,Cinthia Haryanti,2020.0,Kuliah
1384,1384.0,"Sabrina Mayasari, S.Psi",2019.0,Menganggur
1385,1385.0,Eli Suartini,2020.0,Kuliah
1386,1386.0,Bella Sudiati,2019.0,Bekerja
1387,1387.0,Raden Napitupulu,2019.0,Menganggur
1388,1388.0,Titin Thamrin,2020.0,Menganggur
1389,1389.0,Sutan Digdaya Wibisono,2019.0,Kuliah
1390,1390.0,"Dwi Wijaya, S.T.",2021.0,Kuliah
1391,1391.0,R.A. Ana Yuniar,2019.0,Menganggur
1392,1392.0,Enteng Purnawati,2020.0,Menganggur
1393,1393.0,Victoria Saptono,2021.0,Menganggur
1394,1394.0,Ghaliyati Wahyuni,2021.0,Bekerja
1395,1395.0,"Mitra Megantara, M.M.",2019.0,Menganggur
1396,1396.0,Purwa Sinaga,2019.0,Bekerja
1397,1397.0,Halima Pradipta,2020.0,Menganggur
1398,1398.0,"Raden Nainggolan, S.IP",2021.0,Bekerja
1399,1399.0,Asmuni Maulana,2019.0,Menganggur
1400,1400.0,Genta Mustofa,2019.0,Kuliah
1401,1401.0,Ajeng Novitasari,2020.0,Bekerja
1402,1402.0,Darsirah Rajata,2019.0,Menganggur
1403,1403.0,"Paulin Prasetyo, S.Farm",2020.0,Bekerja
1404,1404.0,Daliono Wulandari,2020.0,Kuliah
1405,1405.0,"Farah Sinaga, M.Pd",2020.0,Bekerja
1406,1406.0,"Puti Maria Kuswandari, M.Farm",2021.0,Bekerja
1407,1407.0,Ellis Hutapea,2020.0,Kuliah
1408,1408.0,Malik Wahyudin,2021.0,Kuliah
1409,1409.0,Pia Kusmawati,2020.0,Kuliah
1410,1410.0,Mulyanto Wijaya,2021.0,Bekerja
1411,1411.0,Puti Siti Andriani,2021.0,Bekerja
1412,1412.0,Maryadi Novitasari,2019.0,Kuliah
1413,1413.0,"Raden Kuswandari, M.Kom.",2019.0,Bekerja
1414,1414.0,"Banawi Agustina, S.I.Kom",2020.0,Bekerja
1415,1415.0,Putri Hakim,2020.0,Bekerja
1416,1416.0,Bajragin Aryani,2021.0,Kuliah
1417,1417.0,Ikin Utama,2021.0,Bekerja
1418,1418.0,T. Digdaya Yuniar,2019.0,Menganggur
1419,1419.0,R. Cahyanto Natsir,2019.0,Kuliah
1420,1420.0,Puspa Hartati,2019.0,Kuliah
1421,1421.0,Lidya Hutagalung,2020.0,Bekerja
1422,1422.0,Wani Firmansyah,2020.0,Bekerja
1423,1423.0,"Tirtayasa Nashiruddin, M.Farm",2021.0,Kuliah
1424,1424.0,Laras Sinaga,2019.0,Kuliah
1425,1425.0,Tiara Mandasari,2021.0,Menganggur
1426,1426.0,Bagya Waskita,2020.0,Kuliah
1427,1427.0,R.A. Rina Pradipta,2019.0,Bekerja
1428,1428.0,Gaman Hakim,2019.0,Kuliah
1429,1429.0,"Tgk. Gilda Samosir, M.Pd",2021.0,Bekerja
1430,1430.0,R.M. Bambang Novitasari,2019.0,Menganggur
1431,1431.0,Adikara Zulkarnain,2019.0,Kuliah
1432,1432.0,Danu Wibowo,2019.0,Bekerja
1433,1433.0,Darijan Yulianti,2019.0,Kuliah
1434,1434.0,"Puji Anggriawan, S.Farm",2021.0,Menganggur
1435,1435.0,"Sutan Sidiq Kuswoyo, S.Sos",2020.0,Menganggur
1436,1436.0,Cut Oliva Wastuti,2021.0,Menganggur
1437,1437.0,Cinta Pudjiastuti,2020.0,Kuliah
1438,1438.0,Cinthia Winarno,2019.0,Menganggur
1439,1439.0,"Dr. Eka Sudiati, S.IP",2020.0,Menganggur
1440,1440.0,Bajragin Prasasta,2019.0,Menganggur
1441,1441.0,R. Tira Utama,2020.0,Menganggur
1442,1442.0,Almira Agustina,2021.0,Bekerja
1443,1443.0,"Irsad Hutapea, S.E.",2020.0,Kuliah
1444,1444.0,Laila Tarihoran,2019.0,Bekerja
1445,1445.0,Hj. Nova Suryono,2020.0,Kuliah
1446,1446.0,Ir. Gada Yolanda,2021.0,Menganggur
1447,1447.0,"Aurora Nashiruddin, S.Sos",2020.0,Kuliah
1448,1448.0,drg. Maida Ramadan,2019.0,Kuliah
1449,1449.0,Hj. Putri Suryatmi,2019.0,Kuliah
1450,1450.0,"Tgk. Cakrajiya Prastuti, S.T.",2021.0,Kuliah
1451,1451.0,"Manah Haryanti, M.Kom.",2021.0,Kuliah
1452,1452.0,Wasis Suartini,2019.0,Kuliah
1453,1453.0,"Drs. Kenari Hutagalung, S.T.",2020.0,Bekerja
1454,1454.0,Kayun Hutagalung,2020.0,Menganggur
1455,1455.0,Iriana Mandasari,2020.0,Bekerja
1456,1456.0,"Hartana Laksita, S.Sos",2019.0,Menganggur
1457,1457.0,"Nabila Sinaga, S.E.I",2020.0,Menganggur
1458,1458.0,"Maida Hasanah, M.Ak",2021.0,Menganggur
1459,1459.0,Syahrini Kusmawati,2021.0,Bekerja
1460,1460.0,"Gangsa Haryanti, S.E.I",2021.0,Bekerja
1461,1461.0,Elvina Nugroho,2021.0,Bekerja
1462,1462.0,"R. Intan Nasyidah, S.E.",2021.0,Kuliah
1463,1463.0,Harjasa Wulandari,2019.0,Bekerja
1464,1464.0,Dalima Samosir,2021.0,Menganggur
1465,1465.0,Jaga Ramadan,2020.0,Kuliah
1466,1466.0,"Dr. Prayitna Mandasari, S.E.I",2019.0,Bekerja
1467,1467.0,Hj. Raina Uwais,2019.0,Kuliah
1468,1468.0,Wirda Januar,2020.0,Menganggur
1469,1469.0,"Sutan Asmuni Hassanah, S.IP",2019.0,Bekerja
1470,1470.0,Adika Haryanti,2019.0,Kuliah
1471,1471.0,Aisyah Laksmiwati,2021.0,Kuliah
1472,1472.0,Bala Andriani,2020.0,Menganggur
1473,1473.0,"Drs. Gaduh Hidayanto, M.Pd",2020.0,Kuliah
1474,1474.0,Gaiman Nurdiyanti,2019.0,Menganggur
1475,1475.0,Jasmin Waskita,2021.0,Menganggur
1476,1476.0,Nadia Nasyidah,2021.0,Bekerja
1477,1477.0,Ajeng Sitompul,2019.0,Menganggur
1478,1478.0,Najwa Marpaung,2021.0,Menganggur
1479,1479.0,Nabila Najmudin,2021.0,Menganggur
1480,1480.0,Galiono Andriani,2021.0,Bekerja
1481,1481.0,"Sutan Manah Kusumo, S.Sos",2020.0,Kuliah
1482,1482.0,Ir. Septi Waskita,2021.0,Bekerja
1483,1483.0,Melinda Aryani,2020.0,Bekerja
1484,1484.0,"H. Omar Gunawan, M.M.",2020.0,Menganggur
1485,1485.0,Amelia Prabowo,2019.0,Menganggur
1486,1486.0,Asmadi Fujiati,2021.0,Bekerja
1487,1487.0,"Puti Safina Dabukke, S.Kom",2021.0,Kuliah
1488,1488.0,Ina Hutasoit,2020.0,Menganggur
1489,1489.0,Carub Suwarno,2021.0,Bekerja
1490,1490.0,Ir. Gina Tarihoran,2021.0,Menganggur
1491,1491.0,"Ulva Hidayanto, M.Kom.",2019.0,Kuliah
1492,1492.0,Lurhur Pangestu,2021.0,Bekerja
1493,1493.0,"Asmianto Pradipta, S.Farm",2021.0,Kuliah
1494,1494.0,"Saadat Marpaung, S.Pd",2020.0,Menganggur
1495,1495.0,"Cut Iriana Wacana, S.E.I",2020.0,Kuliah
1496,1496.0,Mala Laksmiwati,2019.0,Kuliah
1497,1497.0,Titi Widiastuti,2020.0,Bekerja
1498,1498.0,Manah Prakasa,2020.0,Bekerja
1499,1499.0,"Rini Mustofa, M.TI.",2021.0,Kuliah
1500,1500.0,Putri Napitupulu,2021.0,Kuliah
1501,1501.0,"R. Wahyu Maheswara, M.Ak",2020.0,Menganggur
1502,1502.0,"Titin Budiyanto, S.Sos",2020.0,Kuliah
1503,1503.0,dr. Kayla Widodo,2021.0,Menganggur
1504,1504.0,Wulan Samosir,2019.0,Bekerja
1505,1505.0,Harsanto Wijayanti,2019.0,Menganggur
1506,1506.0,Drs. Bakda Simanjuntak,2019.0,Bekerja
1507,1507.0,"R. Danu Aryani, S.Gz",2021.0,Menganggur
1508,1508.0,Respati Wijayanti,2020.0,Menganggur
1509,1509.0,Salimah Hartati,2020.0,Menganggur
1510,1510.0,Elma Pradipta,2020.0,Bekerja
1511,1511.0,"Dt. Kunthara Wacana, S.I.Kom",2020.0,Kuliah
1512,1512.0,"Puti Ajeng Ardianto, M.Kom.",2019.0,Bekerja
1513,1513.0,Lembah Wacana,2020.0,Kuliah
1514,1514.0,"Mursita Rajata, S.IP",2021.0,Menganggur
1515,1515.0,Luthfi Kusumo,2019.0,Kuliah
1516,1516.0,"Sadina Prayoga, S.E.I",2019.0,Kuliah
1517,1517.0,Dalimin Nasyidah,2020.0,Menganggur
1518,1518.0,Kajen Halimah,2021.0,Menganggur
